2	4	0	0	0	1	0	0	0	0	0	0	0	0.78286	0.59444	0.97129
2	4	0	0	0	0	1	0	0	0	0	0	0	0.77803	0.57833	0.97772
2	4	1	1	0	1	0	0	0	0	0	0	0	0.78286	0.59444	0.97129
2	4	1	1	0	0	1	0	0	0	0	0	0	0.77803	0.57833	0.97772
4	4	0	0	0	0	0	0	0	0	0	4	0	0.5549	0.10981	1
4	4	0	0	0	0	0	0	0	0	3	0	0	0.54153	0.14788	0.93519
4	4	1	1	0	0	0	0	0	4	0	0	0	0.59039	0.20205	0.97872
4	4	1	1	4	0	0	0	0	0	0	0	0	0.56076	0.12152	1
2	7	0	0	0	1	0	0	0	0	0	0	0	0.78286	0.59444	0.97129
2	7	0	0	0	1	0	0	7	0	0	0	0	0.25037	0.0014641	1
2	7	1	1	0	0	1	0	0	0	0	0	0	0.77803	0.57833	0.97772
2	7	1	1	0	0	0	0	0	1	0	0	0	0.7709	0.59736	0.94444
4	7	0	0	0	0	7	0	0	0	0	0	0	0.54758	0.095168	1
4	7	0	0	0	0	6	0	0	0	0	0	0	0.51322	0.079063	0.94737
4	7	1	1	0	0	0	0	0	7	0	0	0	0.59039	0.20205	0.97872
4	7	1	1	0	0	0	0	0	0	0	7	0	0.5549	0.10981	1
